comment_id,author,date,text,expected_label,model_pred,vectors,signal_strength
z12pfhgg3vrnuhme122ixxdx5zyyit5ac04,Jaymes Michie,2014-11-11T18:01:00.198000,yo like what up this song is fricking beast anywon herd the see mee rollin or i woke up in a new buggti check out nuketown rap i was shooting in it see my nice quick scoping things training for faze adoult freind sang i was at my freinds house doing it we just had the rap going and we were doing fun things ,1,0,"0,1,-1,-1,-1,-1,0,-1,0",4
z13ujhk4nwzsf14jl04cgd3o5yrnindgc2s,kyle kops,2014-11-04T03:52:25,https   soundcloud com j supt fils du son fucking hostile,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z13hhrvguty1drrkk23ie1ywjn31zj0sl,RezAIIDay,2014-11-05T22:50:58,such a good song ans katy sounds great over the melody  im growing as an  artist everyday from my hit song  crazy  which has got my name out there   cant thank my fans more for their support  if you could take a moment  to  check it and my music  maybe you ll join me to make my dream come true     thank you for your time,1,0,"0,1,-1,-1,-1,-1,0,-1,0",4
LneaDw26bFsruAgOVpmqyunZmTUad56RMEd1CFlt2uY,Derek Moya,,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out   why does the innocent woman prioritize the desire  the flight searchs the sad polish  when does the tax zip the omniscient record ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z13ocdbaxwqdvjnwx04ccz1pnvqtezdriqc0k,Uroš Slemenjak,2014-11-07T12:16:21,people  here is a new network like fb   you register also free  the  difference is only that you get paid for sharing  commenting and liking  posts and so one   don t waste your time on fb for sharing and not being  paid   register here to make also money with your everyday posts    https   www tsu co slema   wellcome to everyone    ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z12usroi1ovwtzud022kttmyetj2vng2n,Jacky Chan,2014-11-08T14:17:38,for latest movies      please visit this site  http   www networkedblogs com p   cpwb ref panorama,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z13nuzezjmfpcjqzm04cftuaxpb3gjmxevw0k,MarianMusicChannel,2014-08-24T03:57:52,hello  i m marian  i m a singer from venezuela  i was part of a boy girl band named cubik  and i m now singing on my own   cause i wanted to play my own pop and pop rock songs   it would mean a lot if you could have a look at my channel to check my  music and watch my new video   and if u like  subscribe to it  xoxo thanks    ps  if you like a lot my channel  you can share it with your friends    haha   lol marian,1,0,"0,1,-1,-1,-1,-1,0,-1,0",4
z13zexz55xnnfbqnz224v1c5gziuczqno,Ach raf,2014-08-29T02:10:56,even without make up she is still  hot     http   uk eonline com eol images entire site         reg      katy mkup mh        jpg ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
_2viQ_Qnc69JZ1f3TJQWKMLhmdP0inDDPwOvzMQiFjE,Su Xianfeng,2013-10-05T11:54:10.192000,subscribe now       love the song       love football   ,1,0,"0,-1,0,-1,-1,-1,0,0,-1",4
LneaDw26bFs2gfQVXn0iARlUHD77c23Quer_0vQFKR4,Jacob Johnson,,you guys should check out this extraordinary website called firepa com     you can make money online and start working from home today as i am    i am making over         per month at firepa com     visit firepa com and check it out    lake     chillpal   sturdy   astauand   johackle   chorenn   ethosien   changeable   public   noxu   ploosnar   looplab   hoppler   delicious   false   scitenoa   locobot   heartbreaking   thirsty   reminiscent,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z13osfxhtkfmwpxue234z3wimzmcs1k2x,Stefano Albanese,2014-11-02T12:04:36,http   www guardalo org best of funny cats gatti pazzi e divertenti                            ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFt2UN5Rat9A-sFv7kHQK3u5BwCCi0L8W1s,DanteBTV,,check out the new hot video by dante b called riled up,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12ywjvgdtrhxdlz504cd1tquqvuhbs4abw,Angel,2014-11-02T17:27:09,hi there i m group leader of angel  a rookie korean pop group  we have four  members  chanicka  julie  stephanie  and myself  leah  please feel free to  check out our channel and leave some feedback on our cover videos     criticism is welcome as we know we re not top notch singers so please come  leave some constructive feedback on our videos  we appreciate any chance to  improve before auditioning for a korean management company  we plan on  auditioning for jyp  bighit  jellyfish  yg or sm  thank you for taking time  out of your day to read this  ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFsNCzFDEM6x7-7RjXB5NjguHaB7LJf7qFg,dungeonturmoil1 .,,yo guys sorry if this annoys you    but check out my channel  and latest video  a like and subscribe would be nice too       ,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
LneaDw26bFupwvoW3Go_MqiZr35wklInwfOlKebxCYE,Anon,,youtube com watch v  asfn shghk amp feature youtu be  please check out my song  looking for feedback  and supporters ,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
_2viQ_Qnc6_Hcona9vbTbZqnb5SyyHKi7PxVC-KkfTY,ricky swaggz,2013-08-07T23:40:12.225000,        facebook is lame and so       check out              swagfriends com make thousands of cool new friends everyday  join this new movement ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFsJd_Nwz5Hi7qWxPhPBjDRYOlUjtLgDwsk,DanteBTV,,check out the new hot video by dante b called riled up,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFv9-vkMJy7kInsCbJzQ8qlJ8oUz9N7WfFQ,DanteBTV,,check out the new hot video by dante b called riled up,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
_2viQ_Qnc6-qc6sKOH4U0o8eIL4tVjojc-DyDYkkvWk,Comedy Recipe,2013-08-11T03:40:42.801000,hey guys and girls check out comedy recipe for hilarious you tube videos  pranks  and crank calls ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFu5UYF_PGCmMngzhI9QbSqmuO8zWFK0DCk,MegaEvilMonkee,,check out em     s dope new song monster here   watch v w gkm xny m  mmlp  ftw   ,1,0,"0,1,-1,-1,-1,-1,-1,0,0",4
_2viQ_Qnc6_hoPuz8gsl9ZFXFZGPESkLzYU9REwL880,Adam Whitney,2013-08-24T03:05:10.278000,hello everyone    i know most of you probably pass up these kind of comments  but for those who are still reading this  thanks  i dont have any money for advertisements  no chance of getting heard  nothing  i live in such a small town    if this comes off as spam  sorry  im an instrumental songwriter from columbus  mississippi  please go to my channel and check out my original music  it would be highly appreciated if you thumbs up this comment so my music can be heard  thank you  adam whitney ,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
LneaDw26bFsE40L22WKVUqwIkp6g-YbHB2NgDr9DNo8,Dakoda Bigelow,,hey everyone  i     m dakoda bigelow   i     m a    year old singer  rapper and producer   i     ve gained over         views so far but i really need more views  likes and subscribers in order to make it   check out my brand new music video for my song so gone   also check out my new song called deaf   a few moments of your time would be greatly appreciated and you won     t regret it     please thumbs this up so more people can see it   thanks for the support ,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
_2viQ_Qnc6-NqqHR40AwZGnQV7in6y6YrSbMW9wRZXM,Adam Whitney,2013-08-25T03:56:24.363000,hello everyone    i know most of you probably pass up these kind of comments  but for those who are still reading this  thanks  i dont have any money for advertisements  no chance of getting heard  nothing  i live in such a small town    if this comes off as spam  sorry  im an instrumental songwriter from columbus  mississippi  please go to my channel and check out my original music  it would be highly appreciated if you thumbs up this comment so my music can be heard  thank you  adam whitney ,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
z13zjbvbeszjcvdsx22ww5cgcrydzlf5u04,ROB YSF,2014-11-06T09:15:12,reminds me of this song https   soundcloud com popaegis wrenn almond eyes,1,0,"0,-1,-1,-1,-1,1,-1,0,0",4
_2viQ_Qnc68kPR6lRkhBHXUX2dGt04-4RgzINpv8Yhk,Ando Nesia - | MC | Music Producer,2013-08-25T04:22:28.183000,so then how are you going to call yourself a instrumental songwriter if theres no singing theres no song to write      lol    you got alot to learn kid but hey don     t forget to subscribe ,1,0,"0,-1,-1,-1,-1,-1,0,0,0",4
_2viQ_Qnc6_m4670hGGDwGjYreYnRR8359YYmuS_lDA,Adam Whitney,2013-08-26T05:24:14.644000,hello everyone    i know most of you probably pass up these kind of comments  but for those who are still reading this  thanks  i dont have any money for advertisements  no chance of getting heard  nothing  i live in such a small town    if this comes off as spam  sorry  im an instrumental songwriter from columbus  mississippi  please go to my channel and check out my original music  it would be highly appreciated if you thumbs up this comment so my music can be heard  thank you  adam whitney ,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
_2viQ_Qnc68cUterDmjc7m6MyHkz-ADLt28bgxo9TJE,RapStarz Coleman,2013-08-28T19:05:48.998000,wats good go check out my music on da channel ik yall got me,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
LneaDw26bFvx3P5m9aHNEmwxaQJ2-C9iXQYdJD8fpiA,DanteBTV,,check out the new hot video by dante b called riled up,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
_2viQ_Qnc69WextJrbKBgZtDWQiRWlkxS317fouQMYc,Chris Boatsome,2013-08-30T22:41:51.117000,hey dickwad   we     re all africans  the colour of your skin just tells us something about how long ago your ancestors left africa    check out baba brinkman   he has a song called  quot i     m a african quot    go learn something ,1,0,"0,1,-1,-1,-1,-1,-1,0,0",4
z12eexphzo2uslizg04cirmywyzjdnm5gqc0k,fab life,2014-11-02T00:48:57,plz check out fablife   welcome to fablife for diys and challenges so plz  subscribe thx ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFugQanw0UtVOqzEgWt6mBD0k6SsEV7u968,Jacob Johnson,,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out    lake     victorious   luxuriant   alcoholic   responsible   unbiased   yoffa   ociramma   ociramma   handsome   arrowgance   mizuxe   boaconic   sophisticated   ill fated   spourmo   chubby   hioffpo   probable   singlewave,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z124y1czouyechz4j04citox1mn1wz5pmos0k,YoungBrothersRecords,2014-11-06T23:22:32,please give us a chance and check out the new music video on our channel   you won t be disappointed ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFt_sZxaSVD4YYGDWlCcEfLjcNyYrRWcSrg,Eminem King of Rap !,,  eminem is the king of rap  micheal jackson is the king of pop  if you also wanna go hard and wanna be the person of first class fame just check out authenticviews com and be famous just within days    yo  ,1,0,"-1,1,-1,-1,-1,-1,0,0,1",4
LneaDw26bFuRc-oJgCqkRGDhRb4gOA2s1-Katw83fJI,Derek Moya,,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out   when does the flimsy slip facilitate the manager  how does the noise set goals the anxious regret  how does the actually loss retrieve the smile ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFs1RtSwnOjwqXJGQrskf-Ocb9xxtCuif98,AD OSG,,please check out my new song  music video  ad   don     t play,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
z12xc3ly4x3uttmci22xff24nqqxwb0je04,Lisa Matthews,2013-07-17T13:56:03.233000,check out this video on youtube  br    quot this time for africa quot   one for trayvon   and our motherland br   thank you shakira,1,0,"-1,1,-1,1,-1,-1,-1,0,0",4
LneaDw26bFv3qdtt-_26444mTK_vLq39DRUsyxXMKkQ,AD OSG,,please check out my new song  music video  ad   dont play,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
LneaDw26bFun23MY7WyKqy2ranhq31GL0qSYL-0X9Xg,Joseph Jackson,,you guys should check out this extraordinary website called moneygq com   you can make money online and start working from home today as i am  i am making over         per month at moneygq com   visit moneygq com and check it out  wazzasoft industry sertave wind tendency order humor unelind operation feandra chorenn oleald claster nation industry roll fuffapster competition ociramma quality,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z13phrmwrkfisn5er22eyrbpbvaiwfvwf04,Gaming and Stuff PRO,2013-11-28T21:14:13,hello  do you like gaming  art videos  scientific experiments  tutorials   lyrics videos  and much  much more of that  if you do please check out our  channel and subscribe to it  we ve just started  but soon we hope we will  be able to cover all of our expectations    you can also check out what  we ve got so far ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFuYk-CX66ilV73gcn_vYn4Ixf3g9hRr-QA,Joseph Jackson,,you guys should check out this extraordinary website called moneygq com   you can make money online and start working from home today as i am  i am making over         per month at moneygq com   visit moneygq com and check it out  memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFvwR9MSGUFzCNBEu-3vlO52N93p9T4CRcM,FrostByteRaines,,no long paragraph just check out my song called  quot fire quot  ,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
_2viQ_Qnc6_AXZ4E5CeA3LHE36RAijd3QKgUI-YvjWI,ricky swaggz,2013-07-20T22:09:23.728000,        facebook is lame and so       check out              swagfriends com make thousands of cool new friends everyday  join this new movement ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12oipfxfzrndpzvj22ae30gytqufhgrl04,01FLHT,,check out this video on youtube  br    br   eminem is amazing  ,1,0,"-1,1,-1,-1,-1,-1,0,0,1",4
z121e3zq5kj3ip2ch22ks3vwekuaibrgc04,Joengz,2014-01-19T10:31:10,check out my dubstep song  fireball   made with fruity loops  i really took  time in it    watch v teloa rio o,1,0,"0,1,-1,-1,-1,-1,-1,1,0",4
LneaDw26bFsY3eyLLIkw8L2IJlhDoVXNDE-9aWVb1s4,Derek Moya,,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out   why does the wood photograph the husky breath  when does the act retain the delightful system  the rhythm fabricates the scintillating harbor ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z13csdop4venytrru04cf11q1wmbdvkrfpo0k,ii Trollercopter,2014-01-19T17:25:23, hey everyone   i have just started my first yt channel i would be grateful  if some of you peoples could check out my first clip in bf   and give me  some advice on how my video was and how i could improve it  also be sure to  go check out the about to see what im all about  thanks for your time       and to haters    you hate  i win,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
_2viQ_Qnc685qxAXpoMI-8aTnd7plcAbmTrvD_G2Czw,meg fluttershy,2013-07-25T20:47:41.071000,love itt and ppl check out my channel   ,1,0,"-1,1,0,-1,-1,-1,0,1,-1",4
LneaDw26bFv1OK5quUOMAxJiN8tdhKPRzQMpB13UZpY,Jerry White,,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out   the cook officiates the tax  the walk judges the amount  why does the ink train the valuable increase ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFsBtfre7-TAAB3E03wBGNFYTtG5EG4-Zq8,Laura Brown,,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out    lake     magnificent   noodile   unequaled   moderock   gogopo   lulerain   olielle   zesty   laughable   accidental   pepelexa   delightful   wiry   toogit   uncovered   chesture   woozy   adhoc   weak   shallow,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFsyF8tOZ0xw7y8WVG6yqAbDgX-tObOFJHo,Laura Brown,,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out    lake     ignorant   wavefire   reiltas   astauand   skizzle   jovaphile   swooflia   grynn   excellent   slimy   gabby   nalpure   lucky   glozzom   depressed   better   deep   sinpad   stereotyped   toximble,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFvpsz7rRi--uuuhcXD8DdMabES0ZpcLQlQ,Jacob Johnson,,you guys should check out this extraordinary website called moneygq com     you can make money online and start working from home today as i am    i am making over         per month at moneygq com     visit moneygq com and check it out    lake     waratel   misty   exciting   swoquix   acaer   chillpal   tupacase   arrowgance   lively   hard   idiotic   bored   cool   ablaze   crabby   aloidia   cheilith   feandra   useless   ploosnar,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12gy5tb2kase1nix04cipry3mf1wh5grko0k,Ruddy Tapia,2014-01-20T17:58:46,get gwar to play      superbowl  http   www change org petitions the national football league allow gwar to perform the      super bowl halftime show share ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFutstEGU6gC3skDv8gnI8WnvWwvbuw3TP0,DanteBTV,,check out the new hot video by dante b called riled up,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z12yinh5ks2oinqzn04cctkgvvrohbrazvo0k,Rancy Gaming,2014-11-06T09:41:07,what free gift cards  go here  http   www swagbucks com p register rb         ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFsw47hS3RAHCBj_uNPFQNZVbUVyx5Rh9zk,KOZZI RAP,,check out my youtube videos for funny and cool rap,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
z13xstfb3srrybsb404ccl5w4u3gin4pliw,Martin Gébele MUSIC,,i shared my first song  quot i want you quot   and i hope you     ll like it  take a listen   a href  https   youtu be  yfuy gkr c  https   youtu be  yfuy gkr c  a ,1,0,"0,-1,-1,-1,-1,1,-1,1,0",4
_2viQ_Qnc69ETVqiialEz0s1k4Xnlmwuu1m1Hr-YzRE,killtheclockhd,2013-09-17T15:23:13.101000,check out our bands page on youtube killtheclockhd   check out some of our original songs including  quot your disguise quot ,1,0,"0,1,-1,-1,-1,-1,0,-1,0",4
LneaDw26bFsC5JIEICo3_lSrLloArwbectyGhPF4YeA,TheGenieBoy,,check out fantasy music    right here         gt  the fantasy  good music man ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
_2viQ_Qnc6_0DIjqw5n_WRhiiEtCGnZgvPPZJgZwPjU,The-ZiZ Oh,2013-09-14T16:15:00.990000,hi  check out our awesome covers  and say what you think ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
_2viQ_Qnc6-adCzTDLAhqNVQ5hFYcjPyPI5m7pHY4BY,Lizzy Molly,2013-09-09T17:34:07.052000,please check out my video called  quot we love mind master it quot  thanks,1,0,"-1,1,0,-1,-1,-1,-1,1,0",4
LneaDw26bFtnSSLHdnzuBcuiWsrkKqOQgsyMmAcSnw4,Louis Bryant,,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over         per month at zonepa com   visit zonepa com and check it out  how does the war illustrate the exclusive space  the mountain refers the helpless death  the tax reviews the special music ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFu6m-EpCDatW1lzUgnvB4uHV9oZhaYe89A,Louis Bryant,,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over         per month at zonepa com   visit zonepa com and check it out  the loud authority improves the canvas  when does the mother repair the uppity learning  the substantial cook derives the harbor ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z131idupvn3yhf3mv23dwzhi4pqixvwuw,Александр Федоров,2014-11-13T07:59:33,look at the pictures  if not difficult http   image you ru                       http   image you ru                         http   image you ru                http   image you ru                            http   image you ru                      http   image you ru                 http   image you ru                           http   image you ru                         http   image you ru                http   image you ru                             http   image you ru                           http   image you ru                http   image you ru                       http   image you ru                            http   image you ru                http   image you ru                       http   image you ru                          http   image you ru                http   image you ru                            http   image you ru               ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z12ozx4w5mytupefv23vvxdroqehuvbvv,MrValentinique,2014-11-13T22:33:31,https   www facebook com eeccon posts                 comment id                 amp offset   amp total comments      please like frigea marius gabriel comment  d,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z13qyxk5tzq1e5asx22xjt3wdq3ns32f5,Ameenk Chanel,2014-11-14T11:50:02,free my apps get  m crdits   just click on the link and download a app and  done    link  https   m freemyapps com share url  af   e ,1,0,"-1,-1,-1,-1,-1,1,0,1,0",4
z13jcjuovxbwfr0ge04cev2ipsjdfdurwck,Aviel Haimov,2014-08-01T12:27:48,http   psnboss com  ref  tggp pv l this is the song,1,0,"0,-1,-1,-1,-1,1,-1,0,0",4
LneaDw26bFuUfz6WhRf9xiRHsxHm0t4fXYLbcPhB7Lk,Scott Johnson,,you guys should check out this extraordinary website called zonepa com     you can make money online and start working from home today as i am    i am making over         per month at zonepa com     visit zonepa com and check it out   the jelly activates the reflective distribution  the normal top synthesizes the opinion  the victorious plant entertains the language ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
_2viQ_Qnc6-8fXmwJsxpt64D862oCsb0cCfnoF_7Pwg,david rodriguez,2013-09-04T04:08:26.821000,do you want to make some easy money  check out my page tvcmcadavid weebly   com dont miss out on this opportunity give thumbs up i would  apprecitate it ,1,0,"-1,1,-1,-1,-1,-1,0,1,0",4
z125efjyoyaxwhzhz04cgh4oaontcvvdc,Manuel Ortiz,2014-08-07T17:46:23,nice  http   www barnesandnoble com s bdp csrftoken i tixe cnkcosoqkemgjlu uwv nsxso amp sort dd amp size    amp csrftoken   iyec nrwp nytno u amhvmflutggl amp dref      amp keyword bdp amp store ebook ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFtZQLtaItMp2bSQS4mrfYeKiGUTvOg1jrU,Louis Bryant,,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over         per month at zonepa com   visit zonepa com and check it out  how does the burst render the symptomatic bite  the knowledge briefs the narrow thought  how does the eager sky transmit the crush ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFuP3B-am8XnZ--Od7F-JAwYOX4wwSK6Z64,volleyballspikerable,,finally someone shares the same opinion as me  i     ve tried really hard to like gangnam style but i just can     t  i don     t even get the dance either  a song like this should be more popular than gangnam style  at least it makes sense ,1,0,"0,-1,-1,-1,-1,-1,0,0,0",4
z13xtdlovm2hzl05d04ccz1pnvqtezdriqc0k,Uroš Slemenjak,2014-11-07T12:08:13,people  here is a new network like fb   you register also free  the  difference is only that you get paid for sharing  commenting and liking  posts and so one   don t waste your time on fb for sharing and not being  paid   register here to make also money with your everyday posts    https   www tsu co slema   wellcome to everyone    ,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
z13iupjoosrpzlm5v04cf32q4oqizvsbkdo,Jack Other,2014-08-18T18:05:37,http   www amazon com knight dawn cursed daniel n ebook dp b  mppqhri ref sr     s digital text amp   bie utf  amp   bqid            amp   bsr     amp   bkeywords knight amp tag wattpad        some people are very talented but some are more talented but there is no  sponsor,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFvfudvCyyJZYFnbHLToXau89jeMxKEcKTA,Scott Johnson,,you guys should check out this extraordinary website called zonepa com     you can make money online and start working from home today as i am    i am making over         per month at zonepa com     visit zonepa com and check it out   why does the view disclose the macho lift  why does the letter frame the thundering cause  why does the talk prevent the conscious memory ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFtnG00TCBv-OKXOFCWEyHF4LFGUJv7VHNc,Scott Johnson,,you guys should check out this extraordinary website called zonepa com     you can make money online and start working from home today as i am    i am making over         per month at zonepa com     visit zonepa com and check it out   why does the answer rehabilitate the blushing limit  the push depreciateds the steel  how does the beautiful selection edit the range ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
LneaDw26bFvdj1Xw8Fetm_0WMQpBnvqzJ4yzcj0jXgA,Louis Bryant,,you guys should check out this extraordinary website called zonepa com   you can make money online and start working from home today as i am  i am making over         per month at zonepa com   visit zonepa com and check it out  how does the mammoth waste achieve the shock  how does the limit reduce the delicate minute  how does the meaty scale adapt the oil ,1,0,"-1,1,-1,-1,-1,-1,0,0,0",4
z13yeb25wmevhpg3s22chjtxoszvgxxxl04,funtimekid1199,2014-11-07T14:11:41,http   www twitch tv tareko    follow him on twitch and enter the keyword        and you ll have a chance of winning a really nice and expensive gun  for csgo that you can sell on the steam market,1,0,"-1,-1,-1,-1,-1,1,0,0,0",4
LneaDw26bFuKZRaKv1u8jqanxsDr6RJraSjf2FfE1_Q,AdmiralMusclebeard,,i     m subscribing to you just because your comment was that great ,1,0,"-1,-1,-1,-1,-1,-1,0,0,0",3
LneaDw26bFs2GO5DvyLUXUhG7rNJ-Gb4pMhtnYgCRmY,ryan cooper,,subscribed    btw you have a good style keep it up brother    ,1,0,"-1,-1,-1,-1,-1,-1,0,0,0",3
LneaDw26bFupd-SDZSJybM-YnylZY3yw4Hx0dpG5Ars,deazy99,,i know that maybe no one will read this but please type in  quot deazy   quot  i     m a rapper with a dream  i know you must see like millions of those on here everyday but please check out my music and subscribe if you     d like thank you  i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a  quot thumbs up quot  because what some might see as just a simple button press could make my dream come true  thank you again for your time  amp  may god bless you,1,0,"-1,1,0,-1,-1,-1,-1,-1,0",3
z13jg1hq5nbadhifc224jptibp2hc511n,JuniorVlogz,2015-03-03T21:02:26.389000,like this comment if you still jam out to this song after   years ,1,0,"0,-1,-1,-1,-1,-1,-1,0,0",3
LneaDw26bFsXWfdCYFbqrDwjflNnbdxcinzjRtW2rzw,FreshX,,share this video   this song can beat psy   gangnam style ,1,0,"0,-1,-1,-1,-1,-1,-1,0,0",3
z13hhxajgrnldjmn523dsjqynsewilbm1,TMCB production (Instrumental Beats),,check out our channel for nice beats  ,1,0,"-1,1,-1,-1,-1,-1,0,0,-1",3
z12hsdhwjqesj54wz04cc5aikwemsrarvak,Ben Romanucci,,im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind  that he learned and rapped about and forgot before eminem spit his first ryme luv ya linz  e,1,0,"-1,-1,-1,-1,-1,-1,0,0,1",3
LneaDw26bFuaZPTjLG-5OtrrXQgL6TPsWkeKzNnMJ0c,Unbeweavable Co,,for all you ladies out there        check out this link   you     ll find the hottest hairstyles and the latest trends for women   go to this site and you     ll upgrade your hairstyles and fashion senses to a higher level   don     t get left behind          gt    goo gl bxrosr,1,0,"-1,1,-1,-1,-1,-1,0,-1,0",3
LneaDw26bFuM4VU33XXogBzYQDxO-q19BsZLZRAklss,Ractive,,i been working so hard for the past    days to improve i been writing recording mixing performing    bars everyday im doing it for a whole year     days  today i     m on day    today i work so hard now i     m doing   verses everyday to improve i     m going all the way to     please subscribe to my channel  help me build a fan base  watch me improve help me get closer to my dream i     m lyrical and i keep it real i won     t leave you down i promise   please subscribe please like this  commment so people can see,1,0,"-1,-1,-1,-1,-1,-1,0,1,0",3
LneaDw26bFsNko3TEEPMTxWPlFophSSKkSqvjRsENU8,arrgh garry,,my friends wife earns     dollars a month  you can do it do if you want to be a wwhore  you can not get these type of wages for working from home on a pc taking surveys    dont believe that shit just because yahoo and other are taking their money does not mean they are legit   please like this so the msg gets thru to vulnerable  people like eminem used to be ,1,0,"-1,-1,-1,-1,-1,-1,0,1,1",3
z12bjtxbvzu4vpkao04cfhnawsjoybyin4c,ViralVinesHD,2014-08-18T00:25:09.584000,like this comment  guys i just started up a new channel if i can get     subscribers by tonight ill do a     paypal giveaway like this comment so your friends can see it or others and they can also be entered go    ,1,0,"-1,-1,-1,-1,-1,-1,0,0,0",3
z13gvxshio2lcx1fx22oc3jplwmhzrpsz,Hambro,,huh hyuck hyuck im special who     s watching this in      im from australia or something give me attention please im just a rapper with a dream im gonna share this on google plus because im so cool ,1,0,"-1,-1,-1,-1,-1,-1,0,0,0",3
z12vv12yzxuzhnaw104cg3hyboiwyvc4ea0,CypherBrothers,,aye homies check out our remix to    cent your life is on the line we just started our youtube channel and we are all ways working hard  give us some feed back on our latest song on what you guys think if you like show support ,1,0,"0,1,-1,-1,-1,-1,-1,-1,0",3
z12gvlyixpjfwrpme23rxfubjvzkvp42s,Toan732,2014-10-31T02:49:34.017000,ummm    i just hit  k subscribers  i make minecraft videos  help me out by checking me out ,1,0,"-1,-1,-1,-1,1,-1,-1,0,0",3
